0.70,1.30,1.00,36051,35986.67,37185.69,5755.68,5492.93,27.95,143.70,47.65,43.45
1.30,1.50,1.40,26727,26740.36,27737.33,1361.01,1277.42,9.71,28.37,30.74,14.78
1.50,1.70,1.60,33786,33820.17,34975.76,1205.78,1122.09,8.59,22.06,38.12,14.91
1.70,1.90,1.80,40038,40232.19,41494.76,754.99,670.54,6.77,17.16,45.48,15.04
1.90,2.10,2.00,45745,45643.60,46949.69,487.16,401.20,5.33,13.35,52.11,15.17
2.10,2.30,2.20,50634,50527.59,51843.50,351.86,261.16,4.17,10.38,60.86,15.29
2.30,2.50,2.40,54820,54812.58,56111.11,363.07,270.93,3.26,8.07,65.40,15.41
2.50,2.70,2.60,57405,57295.23,58531.57,461.06,363.69,2.44,6.28,73.13,15.52
2.70,2.90,2.80,58109,58223.46,59369.34,560.48,459.29,1.68,4.88,78.99,15.63
2.90,3.10,3.00,58185,58206.28,59259.79,340.38,236.56,1.16,3.80,83.13,15.74
3.10,3.30,3.20,57631,57378.63,58336.56,164.15,57.18,0.82,2.95,87.35,15.84
3.30,3.50,3.40,55398,55189.45,56039.22,123.77,17.34,0.49,2.30,87.70,15.95
3.50,3.70,3.60,51881,51831.78,52569.43,113.12,6.72,0.43,1.79,88.14,16.04
3.70,3.90,3.80,47954,47864.62,48495.09,108.67,3.05,0.36,1.39,87.73,16.14
3.90,4.10,4.00,44177,44348.86,44890.55,108.48,1.95,0.36,1.08,88.86,16.24
4.10,4.30,4.20,41219,41322.06,41791.25,106.31,1.50,0.35,0.84,87.29,16.33
4.30,4.50,4.40,38597,38570.46,38978.77,107.87,1.12,0.41,0.65,89.27,16.42
4.50,4.70,4.60,35364,35579.36,35931.20,106.30,0.73,0.75,0.51,87.80,16.51
4.70,4.90,4.80,32690,32492.92,32793.74,107.48,0.40,1.17,0.40,88.92,16.59
4.90,5.10,5.00,28834,29037.58,29289.66,107.03,0.21,1.01,0.31,88.83,16.68
5.10,5.30,5.20,25503,25587.65,25796.26,106.71,0.13,0.81,0.24,88.77,16.76
5.30,5.50,5.40,22057,22093.44,22262.95,106.69,0.11,0.88,0.19,88.68,16.84
5.50,5.70,5.60,18786,18722.67,18858.03,105.72,0.10,1.27,0.14,87.29,16.92
5.70,5.90,5.80,15573,15664.86,15771.66,107.05,0.09,1.71,0.11,88.14,17.00
5.90,6.10,6.00,13162,13112.73,13197.15,104.34,0.09,2.12,0.09,84.97,17.07
6.10,6.30,6.20,10820,10806.85,10872.68,103.81,0.10,3.12,0.07,83.38,17.15
6.30,6.50,6.40,8558,8468.32,8517.18,102.23,0.09,3.94,0.05,80.93,17.22
6.50,6.70,6.60,6343,6401.80,6436.73,100.86,0.09,3.93,0.04,79.50,17.29
6.70,6.90,6.80,4836,4866.66,4891.79,97.82,0.08,2.85,0.03,77.50,17.36
6.90,7.10,7.00,3685,3671.14,3689.10,92.38,0.08,1.54,0.02,73.32,17.43
7.10,7.30,7.20,2710,2668.79,2681.15,89.28,0.08,0.75,0.02,70.93,17.49
7.30,7.50,7.40,1856,1823.69,1831.66,85.96,0.08,0.34,0.02,67.97,17.56
7.50,7.70,7.60,1178,1145.49,1150.15,82.25,0.09,0.06,0.01,64.46,17.62
7.70,7.90,7.80,686,722.94,725.64,77.71,0.10,0.03,0.01,59.88,17.68
7.90,12.00,9.95,2211,2213.71,2218.82,805.67,0.96,0.05,0.03,430.53,374.10
