0.08000,0.00400,56.8222,57.3597
0.08000,0.00414,56.8197,57.3552
0.08000,0.00429,56.8171,57.3505
0.08000,0.00444,56.8145,57.3457
0.08000,0.00460,56.8117,57.3407
0.08000,0.00476,56.8088,57.3355
0.08000,0.00493,56.8059,57.3301
0.08000,0.00510,56.8028,57.3246
0.08000,0.00528,56.7997,57.3189
0.08000,0.00547,56.7964,57.3129
0.08000,0.00566,56.7931,57.3068
0.08000,0.00586,56.7896,57.3005
0.08000,0.00607,56.7860,57.2939
0.08000,0.00628,56.7823,57.2872
0.08000,0.00650,56.7785,57.2802
0.08000,0.00673,56.7746,57.2729
0.08000,0.00697,56.7705,57.2655
0.08000,0.00722,56.7663,57.2577
0.08000,0.00747,56.7620,57.2498
0.08000,0.00774,56.7575,57.2415
0.08000,0.00801,56.7529,57.2330
0.08000,0.00829,56.7481,57.2242
0.08000,0.00859,56.7432,57.2151
0.08000,0.00889,56.7382,57.2057
0.08000,0.00920,56.7330,57.1960
0.08000,0.00953,56.7276,57.1859
0.08000,0.00987,56.7221,57.1756
0.08000,0.01022,56.7164,57.1649
0.08000,0.01058,56.7105,57.1538
0.08000,0.01095,56.7045,57.1424
0.08000,0.01134,56.6983,57.1306
0.08000,0.01174,56.6919,57.1185
0.08000,0.01215,56.6853,57.1059
0.08000,0.01258,56.6785,57.0930
0.08000,0.01303,56.6715,57.0796
0.08000,0.01349,56.6644,57.0658
0.08000,0.01396,56.6570,57.0516
0.08000,0.01446,56.6494,57.0369
0.08000,0.01497,56.6417,57.0218
0.08000,0.01550,56.6337,57.0062
0.08000,0.01604,56.6255,56.9901
0.08000,0.01661,56.6171,56.9735
0.08000,0.01720,56.6084,56.9564
0.08000,0.01781,56.5996,56.9388
0.08000,0.01843,56.5906,56.9207
0.08000,0.01909,56.5813,56.9020
0.08000,0.01976,56.5718,56.8828
0.08000,0.02046,56.5621,56.8630
0.08000,0.02118,56.5521,56.8426
0.08000,0.02193,56.5420,56.8216
0.08000,0.02271,56.5316,56.8000
0.08000,0.02351,56.5210,56.7778
0.08000,0.02434,56.5103,56.7550
0.08000,0.02520,56.4993,56.7315
0.08000,0.02609,56.4881,56.7074
0.08000,0.02701,56.4767,56.6827
0.08000,0.02797,56.4652,56.6573
0.08000,0.02895,56.4534,56.6312
0.08000,0.02998,56.4415,56.6044
0.08000,0.03104,56.4295,56.5770
0.08000,0.03213,56.4174,56.5488
0.08000,0.03327,56.4051,56.5200
0.08000,0.03444,56.3927,56.4905
0.08000,0.03566,56.3803,56.4602
0.08000,0.03692,56.3678,56.4293
0.08000,0.03823,56.3553,56.3977
0.08000,0.03958,56.3428,56.3655
0.08000,0.04097,56.3303,56.3325
0.08000,0.04242,56.3179,56.2989
0.08000,0.04392,56.3057,56.2646
0.08000,0.04547,56.2936,56.2298
0.08000,0.04708,56.2818,56.1943
0.08000,0.04874,56.2702,56.1582
0.08000,0.05047,56.2590,56.1216
0.08000,0.05225,56.2482,56.0844
0.08000,0.05410,56.2378,56.0468
0.08000,0.05601,56.2281,56.0087
0.08000,0.05799,56.2190,55.9703
0.08000,0.06004,56.2107,55.9316
0.08000,0.06216,56.2032,55.8926
0.08000,0.06435,56.1968,55.8534
0.08000,0.06663,56.1915,55.8142
0.08000,0.06898,56.1874,55.7750
0.08000,0.07142,56.1848,55.7359
0.08000,0.07394,56.1838,55.6970
0.08000,0.07656,56.1846,55.6586
0.08000,0.07926,56.1874,55.6207
0.08000,0.08206,56.1923,55.5834
0.08000,0.08496,56.1998,55.5471
0.08000,0.08796,56.2100,55.5118
0.08000,0.09107,56.2232,55.4779
0.08000,0.09429,56.2398,55.4455
0.08000,0.09762,56.2600,55.4150
0.08000,0.10107,56.2843,55.3866
0.08000,0.10464,56.3131,55.3607
0.08000,0.10834,56.3467,55.3376
0.08000,0.11217,56.3858,55.3178
0.08000,0.11613,56.4309,55.3017
0.08000,0.12024,56.4824,55.2897
0.08000,0.12448,56.5411,55.2824
0.08000,0.12888,56.6076,55.2804
0.08000,0.13344,56.6827,55.2844
0.08000,0.13815,56.7672,55.2950
0.08000,0.14304,56.8619,55.3129
0.08000,0.14809,56.9680,55.3392
0.08000,0.15332,57.0863,55.3746
0.08000,0.15874,57.2181,55.4202
0.08000,0.16435,57.3646,55.4772
0.08000,0.17016,57.5272,55.5467
0.08000,0.17617,57.7073,55.6300
0.08000,0.18239,57.9067,55.7288
0.08000,0.18884,58.1271,55.8444
0.08000,0.19551,58.3705,55.9789
0.08000,0.20242,58.6389,56.1340
0.08000,0.20957,58.9348,56.3119
0.08000,0.21698,59.2606,56.5149
0.08000,0.22465,59.6192,56.7457
0.08000,0.23259,60.0136,57.0070
0.08000,0.24080,60.4472,57.3019
0.08000,0.24931,60.9236,57.6339
0.08000,0.25812,61.4469,58.0067
0.08000,0.26724,62.0214,58.4244
0.08000,0.27669,62.6522,58.8916
0.08000,0.28646,63.3444,59.4132
0.08000,0.29659,64.1039,59.9949
0.08000,0.30707,64.9373,60.6426
0.08000,0.31792,65.8517,61.3632
0.08000,0.32915,66.8548,62.1640
0.08000,0.34078,67.9554,63.0533
0.08000,0.35282,69.1630,64.0401
0.08000,0.36529,70.4883,65.1346
0.08000,0.37820,71.9429,66.3479
0.08000,0.39156,73.5398,67.6924
0.08000,0.40540,75.2935,69.1819
0.08000,0.41973,77.2199,70.8318
0.08000,0.43456,79.3368,72.6590
0.08000,0.44991,81.6640,74.6827
