# -----------------------------------------------------------------------------
# PROSPECT Covariance Matrix
# Includes all systematic and statistical uncertainties.
# Please refer to the text for details.
# Data are reported in a 32x32 matrix with 200keV wide bins from 0.8 to 7.2MeV
# ----------------------------------------------------------------------------
# 
9879.740090,926.485906,709.655212,886.794971,827.301387,177.215951,184.939003,293.896848,263.158195,-56.232023,-161.312862,60.033305,-308.006992,-331.157926,-234.738603,-399.172294,-179.141856,-99.520851,59.608216,-12.411956,-91.440433,-184.963059,-190.828683,-101.261603,-125.822297,-123.050149,-187.707260,-100.522514,-16.439720,-76.454277,-39.242754,-2.559065
926.485906,8119.273280,567.835764,525.588194,479.512276,587.517213,416.762399,199.898821,7.975205,56.156978,-17.175131,-162.453410,-46.884358,-147.400982,-145.861711,-24.607077,-69.254577,21.260415,40.151942,-42.902295,-104.791663,-141.898165,-120.105342,-168.495046,-152.856943,-147.597914,-104.217672,-73.560595,-71.004231,-41.810897,-16.884028,-23.950860
709.655212,567.835764,8538.114117,221.260187,43.269281,1454.037874,1109.029718,175.200055,-413.758962,-22.841635,-35.617037,-713.024928,8.853952,304.765256,-120.900736,287.187512,-21.595145,159.113115,-125.760743,-178.018978,-191.514871,-229.108221,-100.536919,-319.013675,-255.771277,-189.375503,60.534522,-124.764990,-190.128365,12.386171,-16.379340,-63.137731
886.794971,525.588194,221.260187,8411.299649,906.318561,-767.977328,-393.680402,374.986132,674.296287,108.419513,44.535317,580.818449,-175.620676,-553.672604,-53.349555,-553.644510,-117.258629,-93.566490,306.542100,208.935088,31.319985,17.819568,-113.695625,60.042151,19.803449,-17.698112,-286.532308,-23.826762,98.871252,-98.973254,-52.991672,24.997165
827.301387,479.512276,43.269281,906.318561,10287.208226,322.146481,977.923538,1321.303879,1709.107309,18.783557,220.012998,894.863559,-242.764675,-655.682519,-50.397633,-650.812596,-46.498027,-100.908145,402.626722,297.130281,88.048482,81.624101,-122.746257,117.489938,60.200271,-1.999867,-414.303931,-5.736108,114.362572,-106.104946,-18.552601,27.404408
177.215951,587.517213,1454.037874,-767.977328,322.146481,15007.308562,5090.397943,1157.188343,-582.537583,115.066948,-126.455018,-2171.735719,418.495936,1473.330110,-8.321653,1568.960057,272.528595,769.558335,-551.529305,-489.109471,-457.502075,-342.775899,-120.247428,-701.912932,-580.550032,-417.837153,640.751635,-238.193345,-502.036677,160.995017,45.702012,-151.025175
184.939003,416.762399,1109.029718,-393.680402,977.923538,5090.397943,13628.242196,1564.155030,138.981719,116.859537,6.266696,-1389.297165,340.385152,1084.388122,-8.254017,1155.314681,301.986697,646.139565,-212.756530,-281.170617,-223.714007,-199.975737,-94.862800,-455.097780,-441.357484,-254.810682,471.923075,-146.422976,-318.547435,120.774341,59.461576,-86.452197
293.896848,199.898821,175.200055,374.986132,1321.303879,1157.188343,1564.155030,8780.434424,978.257290,11.590482,81.405289,249.048291,-3.366886,-88.233633,9.628634,-78.627803,18.658844,142.427729,171.476997,87.783689,69.030312,-8.423327,-62.811298,-2.049398,-39.126261,-34.052855,-103.528005,-23.093868,2.599767,-27.503873,11.442375,-5.682941
263.158195,7.975205,-413.758962,674.296287,1709.107309,-582.537583,138.981719,978.257290,8963.866797,219.777872,155.178043,1051.620833,-106.433686,-679.493136,107.634718,-612.822461,-23.499215,-71.573079,547.068873,399.213124,281.547881,177.407926,6.474593,274.757743,235.690092,127.575533,-389.800782,81.960420,218.180721,-80.394303,-17.714506,73.171541
-56.232023,56.156978,-22.841635,108.419513,18.783557,115.066948,116.859537,11.590482,219.777872,7155.746659,37.048450,106.680394,107.038272,23.631991,69.786315,120.471054,122.142444,243.257883,250.471164,134.931956,138.342183,1.061497,21.082799,-28.461407,45.195246,-35.109007,-31.560315,14.154413,56.561920,13.862299,16.583773,40.060939
