1,64.6806,15.7648,43.9531,8.19525
1.4,107.272,15.5127,40.4978,7.10033
1.8,107.126,16.4007,63.6047,8.2288
2.2,91.8609,15.3209,57.0506,7.85115
2.6,100.002,14.3797,42.805,6.75145
3,90.3221,14.4959,52.8059,7.29785
3.4,111.107,14.5967,45.3712,6.74842
3.8,61.7667,13.874,60.4805,7.79333
4.2,80.143,16.4316,90.8416,9.53851
4.6,29.3062,15.2571,98.446,9.92627
5,59.0278,11.6214,35.3124,5.94956
5.4,19.7317,10.0261,37.7527,6.16503
5.8,22.7956,8.68835,23.8493,4.91246
6.2,17.8242,7.37773,16.2872,4.06722
6.6,5.44581,7.52591,23.9482,4.90238
7,21.116,6.8534,11.3215,3.37736
