1,57.788,28.2109,90.7186,10.787
1.4,30.4968,25.7054,109.535,11.0814
1.8,102.649,25.2906,110.51,10.8061
2.2,65.724,23.1985,106.906,10.6207
2.6,47.0645,20.0961,71.776,8.64257
3,44.7151,19.4934,77.9314,8.86792
3.4,41.1725,19.5242,91.9909,9.61038
3.8,25.4956,20.6643,132.326,11.5254
4.2,75.5099,24.1448,194.21,13.9532
4.6,46.334,23.9573,210.724,14.5261
5,-8.97348,16.5875,97.1408,9.86462
5.4,24.3991,14.5601,51.5713,7.20887
5.8,18.458,13.7726,45.3854,6.74737
6.2,5.76433,12.3441,41.5974,6.46057
6.6,4.69691,10.7458,28.9565,5.39689
7,-8.16751,11.9365,46.563,6.84651
