1,47.3918,11.8517,15.8007,5.44569
1.4,69.0893,11.6495,13.0142,4.45143
1.8,70.2902,11.648,18.2192,4.71023
2.2,78.5884,12.4685,25.753,5.45936
2.6,85.6697,11.491,12.0331,3.96808
3,75.8783,10.4132,9.94534,3.20272
3.4,83.4958,10.9878,12.5132,3.56934
3.8,56.3306,11.4908,32.6453,5.74576
4.2,26.5077,12.154,55.4442,7.4613
4.6,58.2889,12.8773,49.1874,7.02147
5,17.1646,10.1478,39.072,6.26208
5.4,34.9009,8.56138,15.053,3.90528
5.8,8.27418,7.05366,16.4006,4.05326
6.2,-6.31034,7.51345,27.708,5.27727
6.6,0.558525,5.62495,12.5274,3.56735
7,10.8626,6.72898,13.8185,3.73634
