1,49.3916,14.5812,34.1416,6.6441
1.4,69.5294,13.9526,28.4644,5.88806
1.8,47.7094,14.1132,49.0614,7.2078
2.2,80.3712,14.3835,40.0393,6.58005
2.6,47.904,12.9591,39.4848,6.42855
3,57.5092,12.2077,28.7725,5.41391
3.4,42.9161,11.0205,25.0693,5.04357
3.8,56.8778,13.2387,46.6481,6.84029
4.2,43.6336,13.9456,63.077,7.94923
4.6,53.3716,15.1911,78.2148,8.85193
5,17.736,11.2392,44.1653,6.64995
5.4,12.3797,9.26078,27.7079,5.27728
5.8,12.3516,8.81344,23.9766,4.89948
6.2,-2.00987,8.60783,30.2617,5.50878
6.6,-5.23317,9.23524,39.1146,6.25868
7,-3.96278,6.77959,18.9401,4.35202
