1,34.3086,15.2023,22.0692,5.78691
1.4,68.6235,14.4062,8.54583,4.0875
1.8,90.2308,15.2875,22.0214,5.09511
2.2,61.1821,15.1238,39.7128,6.60481
2.6,88.0313,13.81,12.5151,3.90688
3,82.424,13.632,20.0753,4.50891
3.4,90.1804,13.4966,17.5075,4.22461
3.8,43.7904,12.5849,31.4817,5.62601
4.2,61.4198,14.0258,44.1225,6.65316
4.6,40.8017,14.1904,59.2606,7.70913
5,25.0654,11.5383,33.9931,5.84733
5.4,0.520669,9.03443,21.3946,4.64072
5.8,7.79948,8.38364,13.847,3.73254
6.2,17.613,9.08298,17.6207,4.21119
6.6,4.01061,7.07833,10.0447,3.18717
7,10.6629,8.91032,20.1744,4.4979
