1,64.7053,14.5078,30.0778,7.29785
1.4,85.692,13.6972,25.9137,6.10081
1.8,92.2153,15.0966,51.2342,7.57335
2.2,67.9804,14,50.0422,7.4848
2.6,76.5098,11.9761,23.2847,5.21749
3,75.5921,12.1303,29.9359,5.53826
3.4,80.9232,12.3155,30.0068,5.53186
3.8,74.5206,13.1819,45.3145,6.75262
4.2,49.8637,16.8631,113.527,10.6655
4.6,43.7317,15.9511,102.191,10.1174
5,33.5709,12.352,56.7494,7.54262
5.4,10.6725,9.13614,34.0214,5.84491
5.8,10.1042,6.94112,16.2731,4.06896
6.2,17.3404,6.837,12.5842,3.55939
6.6,10.5289,6.46177,13.7477,3.7458
7,-5.46424,5.80438,17.5641,4.2179
