1,29.5847,27.2928,35.0042,7.9677
1.4,39.3905,24.5344,37.7919,7.28838
1.8,106.063,24.0781,44.0721,7.20354
2.2,90.2093,23.3823,63.4505,8.39004
2.6,88.7932,20.6111,24.9727,5.53036
3,57.2513,19.6825,41.3423,6.48028
3.4,86.3359,19.6499,43.9667,6.66486
3.8,56.9785,18.5285,47.8398,6.9371
4.2,30.9469,20.8701,114.648,10.7312
4.6,46.2246,19.9012,98.3468,9.93127
5,37.3114,16.1529,44.0801,6.65635
5.4,23.81,14.7111,30.1908,5.5152
5.8,22.6565,14.2718,22.5582,4.78519
6.2,5.57548,12.4347,20.1036,4.50577
6.6,-15.9387,11.3235,23.8491,4.91248
7,0.838852,11.8051,18.8409,4.3634
