1,35.7965,16.712,18.0238,6.71638
1.4,36.0778,14.9148,15.9891,5.87518
1.8,75.566,15.9587,32.4945,6.38283
2.2,85.5335,16.0669,35.3039,6.55605
2.6,82.806,14.9523,25.8534,5.67711
3,77.742,13.3242,14.5145,3.97362
3.4,43.5443,13.1581,32.4894,5.7593
3.8,42.5996,13.2621,36.3765,6.07112
4.2,31.8574,15.7034,79.3218,8.93168
4.6,28.6165,16.0696,89.2247,9.49077
5,38.0916,13.2035,43.9809,6.66379
5.4,3.77681,10.6056,31.4391,5.62979
5.8,4.49048,10.2897,26.3321,5.16721
6.2,2.15262,9.7094,26.3036,5.16998
6.6,-4.19713,8.277,18.7843,4.36989
7,0.464504,8.7025,18.8411,4.36338
