1,42.3748,13.7554,31.3504,6.85093
1.4,40.389,12.4797,28.7632,6.07418
1.8,59.4903,13.0578,34.6194,6.21415
2.2,61.1132,13.1025,35.4857,6.34623
2.6,65.1802,11.8426,22.2767,5.07
3,74.3924,11.493,17.4367,4.23298
3.4,59.431,11.6138,27.6232,5.2853
3.8,39.0241,11.3667,36.5042,6.0606
4.2,29.5519,13.2983,65.4607,8.11525
4.6,35.4146,13.671,68.0286,8.2668
5,40.4833,10.9466,32.6739,5.74327
5.4,15.9479,7.89349,16.2871,4.06723
5.8,6.09891,7.61858,18.8692,4.36015
6.2,2.65927,8.21476,26.4453,5.15625
6.6,10.188,7.48401,17.5782,4.21623
7,8.62653,6.27936,10.073,3.18273
