1,55.8199,12.2136,2.60588,4.19486
1.4,61.0805,12.0814,8.10655,4.14088
1.8,97.4052,13.895,23.0149,5.24328
2.2,66.9406,12.2893,20.744,4.97114
2.6,103.368,12.989,13.1114,4.14641
3,85.7115,10.8943,2.32693,1.65038
3.4,101.241,11.7029,6.2143,2.53228
3.8,54.912,10.2609,13.7903,3.74012
4.2,53.9312,11.4995,28.9566,5.39689
4.6,56.3004,12.4848,40.3205,6.36322
5,48.0476,10.5888,23.9056,4.90673
5.4,19.9929,7.07557,7.54775,2.75759
5.8,17.504,8.16494,16.3296,4.062
6.2,5.70105,7.37262,17.6491,4.20782
6.6,2.10136,5.6654,8.73962,2.98961
7,-5.92637,5.48087,12.57,3.56139
