1,39.2943,13.9755,12.6361,5.02435
1.4,55.5709,13.4204,12.5753,4.50047
1.8,93.7182,14.42,18.375,4.69366
2.2,96.3485,13.9096,14.5023,4.28102
2.6,83.9644,13.2939,16.3308,4.36166
3,73.4705,13.1469,25.0975,5.04077
3.4,71.0702,12.0481,15.0387,3.90711
3.8,66.726,11.3823,11.2223,3.39203
4.2,55.3151,12.7648,36.49,6.06177
4.6,14.8416,11.7199,45.3571,6.74947
5,14.1166,9.16189,20.1743,4.49791
5.4,13.4418,8.40663,15.0954,3.89983
5.8,5.24799,8.42152,18.8551,4.36178
6.2,0.0142499,6.93741,12.5558,3.56338
6.6,6.36576,6.46343,7.5052,2.7653
7,-2.1068,6.49987,11.2933,3.38154
