1,48.0135,12.2251,25.5709,5.91924
1.4,41.3264,11.64,30.4212,5.93614
1.8,63.1932,13.7628,51.7289,7.37127
2.2,87.7415,12.5257,25.1982,5.2758
2.6,87.0751,11.5261,15.4514,4.16871
3,46.2829,10.6784,28.8857,5.40345
3.4,43.2354,11.2741,37.7103,6.16847
3.8,55.3778,11.8608,39.1145,6.25869
4.2,23.8381,13.1286,70.6103,8.41481
4.6,49.3575,13.6659,65.6023,8.10652
5,23.4251,10.3317,39.0579,6.26321
5.4,19.3887,8.52122,23.9908,4.89804
5.8,13.5703,6.21058,10.0306,3.18938
6.2,13.4639,7.78232,21.4512,4.63462
6.6,-3.56904,6.12936,18.9401,4.35202
7,1.95508,5.29842,11.3499,3.37316
