1,40.7501,14.7568,21.2593,5.63675
1.4,74.375,14.9496,27.3716,5.76513
1.8,79.668,14.5462,28.6748,5.65098
2.2,76.8915,13.8431,27.7801,5.5048
2.6,76.1702,13.0432,22.8428,5.01386
3,57.1856,12.1249,25.1542,5.03515
3.4,44.8177,11.5429,27.7505,5.27324
3.8,51.7557,11.5925,26.4453,5.15625
4.2,60.4493,13.1782,44.1368,6.65209
4.6,23.0218,13.1564,64.3395,8.02827
5,21.0022,10.5396,35.3122,5.94957
5.4,14.2924,7.72891,13.8752,3.72875
5.8,11.3783,7.26191,11.3073,3.37947
6.2,11.82,7.89261,17.6207,4.21119
6.6,14.9152,7.01815,11.2792,3.38363
7,13.1931,6.84983,10.0448,3.18716
