1,30.012,13.3169,34.5171,7.33962
1.4,62.5101,13.1533,30.5955,6.33357
1.8,91.4391,14.8095,48.1268,7.27234
2.2,71.2762,13.6171,44.3675,7.00501
2.6,58.5725,12.1079,33.7682,6.07795
3,92.035,12.4322,24.9556,5.05482
3.4,37.6043,11.781,45.258,6.75681
3.8,56.2997,13.1903,54.1532,7.37812
4.2,69.0777,15.5923,83.2372,9.13431
4.6,1.47504,14.2401,97.0983,9.86677
5,31.2775,11.7853,50.422,7.11279
5.4,15.6538,8.63063,26.4453,5.15625
5.8,26.1816,8.36422,18.8692,4.36016
6.2,3.00405,7.14114,21.4654,4.63308
6.6,5.30837,8.0519,27.7081,5.27726
7,11.9047,6.0197,10.0307,3.18937
