1,50.5241,12.3188,32.4792,6.38403
1.4,77.908,11.6863,17.9642,4.73723
1.8,74.9631,12.7746,36.8036,6.24154
2.2,68.9763,12.8488,41.8969,6.63059
2.6,52.5775,11.3632,33.2422,5.91119
3,57.4342,10.9005,27.6512,5.28265
3.4,31.4672,11.8594,51.7128,7.19905
3.8,45.3544,11.8654,45.3854,6.74737
4.2,54.0206,14.9066,81.9605,9.0657
4.6,5.91963,13.7163,89.6214,9.46985
5,41.5907,11.4259,42.86,6.55757
5.4,16.9202,9.11637,31.5526,5.6197
5.8,0.787262,7.16818,23.9058,4.90671
6.2,-5.75878,7.058,26.4879,5.15212
6.6,17.8989,7.08423,15.1095,3.89804
7,-5.034,7.42613,28.9847,5.39427
