1,83.4985,14.9119,22.8985,6.53915
1.4,82.8828,13.6058,22.7779,5.72535
1.8,86.4246,14.5912,44.0551,7.02728
2.2,114.208,14.529,32.7057,6.16473
2.6,104.868,14.1659,34.8466,6.19584
3,90.114,12.0153,18.6993,4.3796
3.4,69.2132,12.2911,33.9505,5.85097
3.8,54.5961,11.3881,31.4249,5.63105
4.2,70.5625,14.5448,65.6024,8.10651
4.6,41.7879,13.8763,70.5397,8.41901
5,24.7778,10.7394,41.6115,6.45948
5.4,34.2192,9.05736,20.0753,4.5089
5.8,0.311763,6.92205,20.0895,4.50733
6.2,-2.34712,8.03579,30.1907,5.51521
6.6,-1.46493,5.79222,15.1096,3.89802
7,-6.10186,6.49731,21.4089,4.63918
