1,37.8433,11.8471,9.31605,4.84907
1.4,54.0399,12.4112,18.6896,5.17365
1.8,72.3825,12.4893,18.0199,4.73135
2.2,91.424,13.4577,24.2487,5.36503
2.6,82.146,11.9831,12.0194,3.96982
3,65.5363,10.8945,13.776,3.74203
3.4,81.7376,11.6877,14.982,3.91435
3.8,48.9137,10.6382,21.4229,4.63767
4.2,59.6513,12.5927,39.0295,6.26548
4.6,39.5125,14.0265,69.3195,8.34113
5,28.0346,10.5947,33.9505,5.85097
5.4,21.1269,9.7461,28.9848,5.39427
5.8,15.3309,7.53916,12.5418,3.56535
6.2,3.22872,6.84724,15.0954,3.89984
6.6,-5.26657,7.03513,21.3522,4.64528
7,0.597356,6.11808,12.6126,3.5554
