1,54.399,13.2832,24.6707,6.59649
1.4,61.7456,12.1376,21.9826,5.57223
1.8,78.7719,13.083,32.1232,6.0051
2.2,113.566,13.5066,23.2556,5.22028
2.6,108.985,12.5179,14.573,4.27276
3,80.5886,11.2152,17.4933,4.2263
3.4,70.9722,10.4525,15.0388,3.90709
3.8,41.3773,10.3409,28.8856,5.40345
4.2,55.5451,13.143,55.416,7.46319
4.6,39.1106,12.3717,54.21,7.37427
5,35.5598,10.4243,33.9789,5.84854
5.4,28.9065,7.95561,15.053,3.90527
5.8,1.19951,6.98978,21.4371,4.63613
6.2,-2.06802,5.66787,15.1237,3.89621
6.6,9.43684,5.71385,10.0589,3.18494
7,3.15009,4.36117,6.2284,2.52949
