1,39.9867,14.3357,16.2414,5.63384
1.4,64.0238,13.9699,14.349,4.85089
1.8,63.8595,14.0089,25.7239,5.46202
2.2,102.152,14.6868,22.0638,5.09095
2.6,94.8526,13.7509,15.7081,4.43247
3,75.7533,12.9906,21.2103,4.66053
3.4,69.2735,11.5293,8.73963,2.98961
3.8,67.2525,12.286,20.1034,4.50579
4.2,55.475,13.5186,44.0803,6.65633
4.6,29.8572,12.5003,45.3994,6.74633
5,53.2229,11.5315,23.8915,4.90816
5.4,18.2595,9.16182,17.5782,4.21623
5.8,6.27036,9.15348,22.6999,4.77036
6.2,14.5387,7.58779,7.51939,2.76273
6.6,-6.33581,7.77126,21.4371,4.63613
7,4.91303,6.72522,8.7679,2.98488
