4.640823104123611986e-01,4.327960944238632424e-01,3.569272664184111599e-01,2.307899782999412730e-01,1.318952506555337856e-01,9.664455170626365388e-02,8.406492781370247802e-02,5.599050779460106042e-02,2.508085789430911788e-02,9.180872547957840205e-03,5.413463965279276084e-03,4.452293746146251084e-03,4.106172459419475500e-03,4.099470279463505312e-03,4.093178678850255790e-03,4.087282893376712259e-03,4.080892671915027983e-03,4.073798281460344617e-03,4.066082645402449743e-03,4.057820789532273938e-03,4.049956199663553441e-03,4.069632899444833828e-03,4.061781028801655924e-03,4.053454518014834758e-03,4.044709577724608235e-03,4.035597585299462685e-03,4.026165388594736202e-03,4.016455615111159429e-03,4.006506978984026614e-03,3.996354580306067661e-03,3.986030192929150735e-03,3.975562538175165216e-03,3.965189740623021285e-03,3.954877982417526541e-03,3.944393759054388819e-03,3.933763784653353419e-03,3.923012459220737852e-03,3.912162031879147170e-03,3.924354041917964449e-03,3.914065430235326090e-03,3.903728694085877287e-03,3.893358541815028148e-03,3.882968408092378129e-03,3.872571090385639944e-03,3.862192032022329635e-03,3.851952468013535979e-03,3.841751305933237531e-03,3.831804725022476803e-03,3.822763142939278325e-03,3.816456110347760198e-03,3.817582333874797521e-03,3.837064898797616901e-03,3.897764016741827285e-03,4.042497897371326483e-03,4.342454960827172097e-03,4.901319350722309169e-03,5.868724921725103003e-03,7.335233561217353870e-03,9.413422886190833672e-03,1.211264330767240077e-02
4.327960944238632424e-01,4.096703129551379496e-01,3.412884425838841329e-01,2.244887405629015786e-01,1.394053988861299054e-01,1.212609306541070631e-01,1.176704575022859967e-01,8.520171802360709812e-02,4.465910449375254387e-02,2.130829987437924886e-02,1.124310820246978045e-02,6.068128892261660280e-03,4.186058700047681595e-03,4.130419896099935331e-03,4.098189707377913535e-03,4.087341110615652466e-03,4.080909258504809324e-03,4.073798307871246728e-03,4.066082656091299721e-03,4.057820791405224517e-03,4.049956199666350683e-03,4.069632899445827824e-03,4.061781028801805110e-03,4.053454518014834758e-03,4.044709577724608235e-03,4.035597585299462685e-03,4.026165388594736202e-03,4.016455615111159429e-03,4.006506978984026614e-03,3.996354580306067661e-03,3.986030192929150735e-03,3.975562538175165216e-03,3.965189740623021285e-03,3.954877982417526541e-03,3.944393759054388819e-03,3.933763784653353419e-03,3.923012459220737852e-03,3.912162031879147170e-03,3.924354041917964449e-03,3.914065430235326090e-03,3.903728694085877287e-03,3.893358541815028148e-03,3.882968408092378129e-03,3.872571090385639944e-03,3.862192032022329635e-03,3.851952468013535979e-03,3.841751305933237531e-03,3.831804725022476803e-03,3.822763142939278325e-03,3.816456110347760198e-03,3.817582333874797521e-03,3.837064898797616901e-03,3.897764016741827285e-03,4.042497897371326483e-03,4.342454960827172097e-03,4.901319350722309169e-03,5.868724921725103003e-03,7.335233561217353870e-03,9.413422886190833672e-03,1.211264330767240077e-02
3.569272664184112709e-01,3.412884425838842439e-01,3.004078693449512283e-01,2.328590266236354733e-01,1.764291148407452492e-01,1.506403537322142383e-01,1.341922491227560410e-01,1.063601351446250703e-01,7.555264008990128510e-02,5.020165089554034371e-02,2.695951953463633990e-02,1.103828340136902078e-02,4.966163947419012167e-03,4.434008311261689733e-03,4.148771696876208531e-03,4.088842530115997624e-03,4.081337772181279841e-03,4.073799707534002217e-03,4.066083222697993577e-03,4.057820890841409497e-03,4.049956199919172752e-03,4.069632899535641397e-03,4.061781028815315137e-03,4.053454518014863381e-03,4.044709577724616041e-03,4.035597585299462685e-03,4.026165388594736202e-03,4.016455615111159429e-03,4.006506978984026614e-03,3.996354580306067661e-03,3.986030192929150735e-03,3.975562538175165216e-03,3.965189740623021285e-03,3.954877982417526541e-03,3.944393759054388819e-03,3.933763784653353419e-03,3.923012459220737852e-03,3.912162031879147170e-03,3.924354041917964449e-03,3.914065430235326090e-03,3.903728694085877287e-03,3.893358541815028148e-03,3.882968408092378129e-03,3.872571090385639944e-03,3.862192032022329635e-03,3.851952468013535979e-03,3.841751305933237531e-03,3.831804725022476803e-03,3.822763142939278325e-03,3.816456110347760198e-03,3.817582333874797521e-03,3.837064898797616901e-03,3.897764016741827285e-03,4.042497897371326483e-03,4.342454960827172097e-03,4.901319350722309169e-03,5.868724921725103003e-03,7.335233561217353870e-03,9.413422886190833672e-03,1.211264330767240077e-02
2.307899782999412730e-01,2.244887405629015786e-01,2.328590266236354733e-01,2.578110506583068950e-01,2.505007410817253199e-01,1.985346610006658019e-01,1.494033746312522781e-01,1.267413695534379270e-01,1.137816637205026488e-01,8.922173607373412585e-02,5.110945325591706445e-02,2.216997105464773438e-02,9.390684195893081107e-03,6.178484876572648381e-03,4.463089692583606730e-03,4.112901465112096810e-03,4.088231668818507851e-03,4.073848458161931710e-03,4.066102967331028037e-03,4.057824366039452027e-03,4.049956215665105955e-03,4.069632905131273862e-03,4.061781029658668302e-03,4.053454518017593836e-03,4.044709577725323808e-03,4.035597585299463552e-03,4.026165388594737070e-03,4.016455615111159429e-03,4.006506978984026614e-03,3.996354580306067661e-03,3.986030192929150735e-03,3.975562538175165216e-03,3.965189740623021285e-03,3.954877982417526541e-03,3.944393759054388819e-03,3.933763784653353419e-03,3.923012459220737852e-03,3.912162031879147170e-03,3.924354041917964449e-03,3.914065430235326090e-03,3.903728694085877287e-03,3.893358541815028148e-03,3.882968408092378129e-03,3.872571090385639944e-03,3.862192032022329635e-03,3.851952468013535979e-03,3.841751305933237531e-03,3.831804725022476803e-03,3.822763142939278325e-03,3.816456110347760198e-03,3.817582333874797521e-03,3.837064898797616901e-03,3.897764016741827285e-03,4.042497897371326483e-03,4.342454960827172097e-03,4.901319350722309169e-03,5.868724921725103003e-03,7.335233561217353870e-03,9.413422886190833672e-03,1.211264330767240077e-02
1.318952506555337856e-01,1.394053988861299054e-01,1.764291148407452769e-01,2.505007410817253755e-01,2.826330075897824923e-01,2.456065167544947414e-01,1.976583076649991721e-01,1.689138863692224712e-01,1.468453332975851733e-01,1.167741816911601893e-01,7.646088863829540727e-02,4.451672126496895171e-02,2.399627982768879828e-02,1.216987634604511752e-02,5.783186263757304248e-03,4.352810482138757230e-03,4.157630388855810231e-03,4.074965104930126057e-03,4.066555658622299403e-03,4.057904503145574014e-03,4.049956891831817986e-03,4.069633145564254678e-03,4.061781066018509655e-03,4.053454518205783577e-03,4.044709577774171887e-03,4.035597585299546819e-03,4.026165388594767428e-03,4.016455615111163766e-03,4.006506978984026614e-03,3.996354580306067661e-03,3.986030192929150735e-03,3.975562538175165216e-03,3.965189740623021285e-03,3.954877982417526541e-03,3.944393759054388819e-03,3.933763784653353419e-03,3.923012459220737852e-03,3.912162031879147170e-03,3.924354041917964449e-03,3.914065430235326090e-03,3.903728694085877287e-03,3.893358541815028148e-03,3.882968408092378129e-03,3.872571090385639944e-03,3.862192032022329635e-03,3.851952468013535979e-03,3.841751305933237531e-03,3.831804725022476803e-03,3.822763142939278325e-03,3.816456110347760198e-03,3.817582333874797521e-03,3.837064898797616901e-03,3.897764016741827285e-03,4.042497897371326483e-03,4.342454960827172097e-03,4.901319350722309169e-03,5.868724921725103003e-03,7.335233561217353870e-03,9.413422886190833672e-03,1.211264330767240077e-02
9.664455170626364000e-02,1.212609306541070492e-01,1.506403537322142661e-01,1.985346610006658019e-01,2.456065167544947692e-01,2.796481688217165584e-01,2.832253286685007532e-01,2.402583719962373965e-01,1.795720327417644480e-01,1.365635229889216595e-01,1.067779315656615935e-01,8.182770429313517002e-02,5.214784306127868974e-02,2.520016791389956962e-02,1.012906239584632911e-02,5.845217638669324665e-03,4.599598333337411374e-03,4.091796337776319042e-03,4.073392635142484078e-03,4.059129138253636700e-03,4.049976920674806628e-03,4.069640275031090153e-03,4.061782150639299538e-03,4.053454527518307419e-03,4.044709580193733833e-03,4.035597585305668658e-03,4.026165388596974863e-03,4.016455615111530660e-03,4.006506978984028348e-03,3.996354580306068528e-03,3.986030192929150735e-03,3.975562538175165216e-03,3.965189740623021285e-03,3.954877982417526541e-03,3.944393759054388819e-03,3.933763784653353419e-03,3.923012459220737852e-03,3.912162031879147170e-03,3.924354041917964449e-03,3.914065430235326090e-03,3.903728694085877287e-03,3.893358541815028148e-03,3.882968408092378129e-03,3.872571090385639944e-03,3.862192032022329635e-03,3.851952468013535979e-03,3.841751305933237531e-03,3.831804725022476803e-03,3.822763142939278325e-03,3.816456110347760198e-03,3.817582333874797521e-03,3.837064898797616901e-03,3.897764016741827285e-03,4.042497897371326483e-03,4.342454960827172097e-03,4.901319350722309169e-03,5.868724921725103003e-03,7.335233561217353870e-03,9.413422886190833672e-03,1.211264330767240077e-02
8.406492781370246414e-02,1.176704575022860105e-01,1.341922491227560965e-01,1.494033746312522504e-01,1.976583076649991721e-01,2.832253286685007532e-01,3.291098363254372217e-01,2.854619178061191809e-01,2.072215509705425396e-01,1.605175085584387151e-01,1.400405492099164317e-01,1.203018168871113763e-01,8.405257631439166932e-02,4.578803631311884059e-02,2.215526774533261786e-02,1.166616369636458428e-02,6.428549721907244469e-03,4.258863043296050657e-03,4.141546376350190017e-03,4.071642763057136023e-03,4.050386363891841576e-03,4.069786304543568031e-03,4.061804608746644694e-03,4.053454858422891535e-03,4.044709666304323846e-03,4.035597585637542076e-03,4.026165388716679457e-03,4.016455615131446152e-03,4.006506978984122024e-03,3.996354580306094549e-03,3.986030192929150735e-03,3.975562538175165216e-03,3.965189740623021285e-03,3.954877982417526541e-03,3.944393759054388819e-03,3.933763784653353419e-03,3.923012459220737852e-03,3.912162031879147170e-03,3.924354041917964449e-03,3.914065430235326090e-03,3.903728694085877287e-03,3.893358541815028148e-03,3.882968408092378129e-03,3.872571090385639944e-03,3.862192032022329635e-03,3.851952468013535979e-03,3.841751305933237531e-03,3.831804725022476803e-03,3.822763142939278325e-03,3.816456110347760198e-03,3.817582333874797521e-03,3.837064898797616901e-03,3.897764016741827285e-03,4.042497897371326483e-03,4.342454960827172097e-03,4.901319350722309169e-03,5.868724921725103003e-03,7.335233561217353870e-03,9.413422886190833672e-03,1.211264330767240077e-02
5.599050779460107430e-02,8.520171802360709812e-02,1.063601351446250842e-01,1.267413695534379547e-01,1.689138863692224435e-01,2.402583719962373965e-01,2.854619178061191809e-01,2.847549326607695663e-01,2.599772810542486101e-01,2.282063630407815957e-01,1.873889786351166098e-01,1.485526136586470258e-01,1.094438306541370004e-01,7.512770722831105252e-02,4.771800039046900088e-02,2.608079478530497819e-02,1.165955151237468672e-02,5.351764401985867510e-03,4.591650231318876452e-03,4.158765850301797753e-03,4.056166501843642101e-03,4.071855435583831249e-03,4.062129314680180611e-03,4.053463304859845039e-03,4.044711870104423720e-03,4.035597599001218561e-03,4.026165393539864711e-03,4.016455615936454990e-03,4.006506978989517014e-03,3.996354580307604626e-03,3.986030192929155072e-03,3.975562538175166950e-03,3.965189740623022152e-03,3.954877982417526541e-03,3.944393759054388819e-03,3.933763784653353419e-03,3.923012459220737852e-03,3.912162031879147170e-03,3.924354041917964449e-03,3.914065430235326090e-03,3.903728694085877287e-03,3.893358541815028148e-03,3.882968408092378129e-03,3.872571090385639944e-03,3.862192032022329635e-03,3.851952468013535979e-03,3.841751305933237531e-03,3.831804725022476803e-03,3.822763142939278325e-03,3.816456110347760198e-03,3.817582333874797521e-03,3.837064898797616901e-03,3.897764016741827285e-03,4.042497897371326483e-03,4.342454960827172097e-03,4.901319350722309169e-03,5.868724921725103003e-03,7.335233561217353870e-03,9.413422886190833672e-03,1.211264330767240077e-02
2.508085789430912135e-02,4.465910449375253000e-02,7.555264008990127123e-02,1.137816637205026349e-01,1.468453332975851455e-01,1.795720327417644757e-01,2.072215509705425673e-01,2.599772810542486101e-01,3.090108013066139581e-01,2.991999398406258726e-01,2.326014468792647616e-01,1.708877171014894780e-01,1.344920978129695854e-01,1.125595800702869631e-01,8.429938113248293396e-02,4.950876450864714201e-02,2.317905264838051801e-02,1.006812772087987279e-02,6.577122204799570881e-03,4.587958160354059511e-03,4.112563757894907926e-03,4.092190272958189795e-03,4.065444514177703542e-03,4.053618259525032692e-03,4.044752483394931271e-03,4.035597998815069858e-03,4.026165537979731895e-03,4.016455640164333374e-03,4.006506979225540020e-03,3.996354580373747030e-03,3.986030192929396199e-03,3.975562538175258023e-03,3.965189740623038632e-03,3.954877982417526541e-03,3.944393759054388819e-03,3.933763784653353419e-03,3.923012459220737852e-03,3.912162031879147170e-03,3.924354041917964449e-03,3.914065430235326090e-03,3.903728694085877287e-03,3.893358541815028148e-03,3.882968408092378129e-03,3.872571090385639944e-03,3.862192032022329635e-03,3.851952468013535979e-03,3.841751305933237531e-03,3.831804725022476803e-03,3.822763142939278325e-03,3.816456110347760198e-03,3.817582333874797521e-03,3.837064898797616901e-03,3.897764016741827285e-03,4.042497897371326483e-03,4.342454960827172097e-03,4.901319350722309169e-03,5.868724921725103003e-03,7.335233561217353870e-03,9.413422886190833672e-03,1.211264330767240077e-02
9.180872547957840205e-03,2.130829987437925233e-02,5.020165089554035065e-02,8.922173607373412585e-02,1.167741816911602032e-01,1.365635229889216595e-01,1.605175085584386874e-01,2.282063630407815957e-01,2.991999398406258726e-01,3.092577281767647235e-01,2.628004304505923705e-01,2.136768360948967660e-01,1.783982071894315569e-01,1.509259476408985889e-01,1.168715757796162380e-01,7.655415691625332142e-02,4.454238795504161103e-02,2.351389484975836483e-02,1.253666168506167161e-02,6.181722834736102026e-03,4.493390980800151049e-03,4.231506950489842545e-03,4.089848044475870130e-03,4.055662896313321983e-03,4.045292660012187944e-03,4.035606888223053010e-03,4.026168754406696075e-03,4.016456183942944055e-03,4.006506987123520033e-03,3.996354582590404443e-03,3.986030192940454193e-03,3.975562538179462993e-03,3.965189740623797574e-03,3.954877982417531745e-03,3.944393759054390554e-03,3.933763784653353419e-03,3.923012459220737852e-03,3.912162031879147170e-03,3.924354041917964449e-03,3.914065430235326090e-03,3.903728694085877287e-03,3.893358541815028148e-03,3.882968408092378129e-03,3.872571090385639944e-03,3.862192032022329635e-03,3.851952468013535979e-03,3.841751305933237531e-03,3.831804725022476803e-03,3.822763142939278325e-03,3.816456110347760198e-03,3.817582333874797521e-03,3.837064898797616901e-03,3.897764016741827285e-03,4.042497897371326483e-03,4.342454960827172097e-03,4.901319350722309169e-03,5.868724921725103003e-03,7.335233561217353870e-03,9.413422886190833672e-03,1.211264330767240077e-02
